,pokemon_nome,pokemon_altura,pokemon_peso,pokemon_cor_pokedex,pokemon_evolucao,pokemon_tipo,Dano
251.0,Celebi,,,,[],"['Psychic', 'Grass']","{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*0.5', 'Bug': '*4', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
252.0,Treecko,1'080.5 m,11.0 lbs.5.0 kg,Green,"['Grovyle', 'Sceptile']",['Grass'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
249.0,Lugia,17'015.2 m,476.2 lbs.216.0 kg,White,[],"['Psychic', 'Flying']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*0.25', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
248.0,Tyranitar,6'072.0 m,445.3 lbs.202.0 kg,Green,[],"['Rock', 'Dark']","{'Normal': '*0.5', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*2', 'Ice': '*1', 'Fighting': '*4', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*0.5', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*2', 'Fairy': '*2'}"
247.0,Pupitar,,,,['Tyranitar'],"['Rock', 'Ground']","{'Normal': '*0.5', 'Fire': '*0.5', 'Water': '*4', 'Electric': '*0', 'Grass': '*4', 'Ice': '*2', 'Fighting': '*2', 'Poison': '*0.25', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
246.0,Larvitar,2'000.6 m,158.7 lbs.72.0 kg,Green,"['Pupitar', 'Tyranitar']","['Rock', 'Ground']","{'Normal': '*0.5', 'Fire': '*0.5', 'Water': '*4', 'Electric': '*0', 'Grass': '*4', 'Ice': '*2', 'Fighting': '*2', 'Poison': '*0.25', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
245.0,Suicune,6'072.0 m,412.3 lbs.187.0 kg,Blue,[],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
244.0,Entei,6'112.1 m,436.5 lbs.198.0 kg,Brown,[],['Fire'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
243.0,Raikou,6'031.9 m,392.4 lbs.178.0 kg,Yellow,[],['Electric'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
242.0,Blissey,4'111.5 m,103.2 lbs.46.8 kg,Pink,[],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
241.0,Miltank,3'111.2 m,166.4 lbs.75.5 kg,Pink,[],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
240.0,Magby,2'040.7 m,47.2 lbs.21.4 kg,Red,"['Magmar', 'Magmortar']",['Fire'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
239.0,Elekid,2'000.6 m,51.8 lbs.23.5 kg,Yellow,"['Electabuzz', 'Electivire']",['Electric'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
238.0,Smoochum,1'040.4 m,13.2 lbs.6.0 kg,Pink,['Jynx'],"['Ice', 'Psychic']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*2', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*2', 'Fairy': '*1'}"
237.0,Hitmontop,4'071.4 m,105.8 lbs.48.0 kg,Brown,"['Tyrogue', 'Hitmonchan']",['Fighting'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
236.0,Tyrogue,2'040.7 m,46.3 lbs.21.0 kg,Purple,['Hitmonchan'],['Fighting'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
233.0,Porygon2,2′00″0.6 m,71.7 lbs.32.5 kg,Red,['Porygon-Z'],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
230.0,Kingdra,5'11″1.8 m,335.1 lbs.152.0 kg,Blue,[],"['Water', 'Dragon']","{'Normal': '*1', 'Fire': '*0.25', 'Water': '*0.25', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*2'}"
227.0,Skarmory,5'071.7 m,111.3 lbs.50.5 kg,Gray,[],"['Steel', 'Flying']","{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.25', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*0', 'Ground': '*0', 'Flying': '*0.5', 'Psychic': '*0.5', 'Bug': '*0.25', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
226.0,Mantine,6'112.1 m,485.0 lbs.220.0 kg,Purple,[],"['Water', 'Flying']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*4', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
225.0,Delibird,2'11″0.9 m,35.3 lbs.16.0 kg,Red,[],"['Ice', 'Flying']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*4', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
224.0,Octillery,2'110.9 m,62.8 lbs.28.5 kg,Red,[],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
223.0,Remoraid,2'000.6 m,26.5 lbs.12.0 kg,Gray,['Octillery'],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
222.0,Corsola,2'00″0.6 m,11.0 lbs.5.0 kg,Pink,"['corsola', 'cursola']","['Water', 'Rock']","{'Normal': '*0.5', 'Fire': '*0.25', 'Water': '*1', 'Electric': '*2', 'Grass': '*4', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
221.0,Piloswine,3'071.1 m,123.0 lbs.55.8 kg,Brown,['Mamoswine'],"['Ice', 'Ground']","{'Normal': '*1', 'Fire': '*2', 'Water': '*2', 'Electric': '*0', 'Grass': '*2', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
220.0,Swinub,1'040.4 m,14.3 lbs.6.5 kg,Brown,"['Piloswine', 'Mamoswine']","['Ice', 'Ground']","{'Normal': '*1', 'Fire': '*2', 'Water': '*2', 'Electric': '*0', 'Grass': '*2', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
215.0,Sneasel,2'110.9 m,61.7 lbs.28.0 kg,Black,['Weavile'],"['Dark', 'Ice']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*4', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*2', 'Rock': '*2', 'Ghost': '*0.5', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*2', 'Fairy': '*2'}"
214.0,Heracross,4'111.5 m,119.0 lbs.54.0 kg,Blue,[],"['Bug', 'Fighting']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0.5', 'Flying': '*4', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
213.0,Shuckle,2'000.6 m,45.2 lbs.20.5 kg,Yellow,[],"['Bug', 'Rock']","{'Normal': '*0.5', 'Fire': '*1', 'Water': '*2', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
212.0,Scizor,5'111.8 m,260.1 lbs.118.0 kg,Red,[],"['Bug', 'Steel']","{'Normal': '*0.5', 'Fire': '*4', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.25', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*0', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
211.0,Qwilfish,1'08″0.5 m,8.6 lbs.3.9 kg,Gray,[],"['Water', 'Poison']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*0.5', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
208.0,Steelix,30'029.2 m,881.8 lbs.400.0 kg,Gray,[],"['Steel', 'Ground']","{'Normal': '*0.5', 'Fire': '*2', 'Water': '*2', 'Electric': '*0', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*0', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0.5', 'Bug': '*0.5', 'Rock': '*0.25', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
206.0,Dunsparce,4'111.5 m,30.9 lbs.14.0 kg,Yellow,[],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
202.0,Wobbuffet,4'031.3 m,62.8 lbs.28.5 kg,Blue,[],['Psychic'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
199.0,Slowking,6'072.0 m,175.3 lbs.79.5 kg,Pink,"['Slowpoke', 'Slowbro']","['Water', 'Psychic']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*0.5', 'Fairy': '*1'}"
197.0,Umbreon,3'031.0 m,59.5 lbs.27.0 kg,Black,"['Sylveon', 'Learn as Eevee']",['Dark'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*0.5', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
196.0,Espeon,2'11″0.9 m,58.4 lbs.26.5 kg,Purple,"['Umbreon', 'Sylveon', 'Learn as Eevee']",['Psychic'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
195.0,Quagsire,4'071.4 m,165.3 lbs.75.0 kg,Blue,[],"['Water', 'Ground']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*1', 'Electric': '*0', 'Grass': '*4', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
194.0,Wooper,1'040.4 m,18.7 lbs.8.5 kg,Blue,['Quagsire'],"['Water', 'Ground']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*1', 'Electric': '*0', 'Grass': '*4', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
186.0,Politoed,3'071.1 m,74.7 lbs.33.9 kg,Green,[],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
185.0,Sudowoodo,3'111.2 m,83.8 lbs.38.0 kg,Brown,[],['Rock'],"{'Normal': '*0.5', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*2', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
184.0,Azumarill,2'070.8 m,62.8 lbs.28.5 kg,Blue,[],"['Water', 'Fairy']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*0.5', 'Poison': '*2', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*0', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*1'}"
183.0,Marill,1'040.4 m,18.7 lbs.8.5 kg,Blue,['Azumarill'],"['Water', 'Fairy']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*0.5', 'Poison': '*2', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*0', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*1'}"
182.0,Bellossom,1'040.4 m,12.8 lbs.5.8 kg,Green,[],['Grass'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
178.0,Xatu,4'111.5 m,33.1 lbs.15.0 kg,Green,[],"['Psychic', 'Flying']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*0.25', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
177.0,Natu,0'080.2 m,4.4 lbs.2.0 kg,Green,['Xatu'],"['Psychic', 'Flying']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*0.25', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
175.0,Togepi,1'000.3 m,3.3 lbs.1.5 kg,White,"['Togetic', 'Togekiss']",['Fairy'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*2', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*0', 'Dark': '*0.5', 'Steel': '*2', 'Fairy': '*1'}"
176.0,Togetic,2'000.6 m,7.1 lbs.3.2 kg,White,['Togekiss'],"['Fairy', 'Flying']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*0.25', 'Poison': '*2', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.25', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*0', 'Dark': '*0.5', 'Steel': '*2', 'Fairy': '*1'}"
174.0,Igglybuff,1'000.3 m,2.2 lbs.1.0 kg,Pink,"['Jigglypuff', 'Wigglytuff']","['Normal', 'Fairy']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*2', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*0', 'Dark': '*0.5', 'Steel': '*2', 'Fairy': '*1'}"
173.0,Cleffa,1'000.3 m,6.6 lbs.3.0 kg,Pink,"['Clefairy', 'Clefable']",['Fairy'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*2', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*0', 'Dark': '*0.5', 'Steel': '*2', 'Fairy': '*1'}"
171.0,Lanturn,3'111.2 m,49.6 lbs.22.5 kg,Blue,[],"['Water', 'Electric']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*1', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.25', 'Fairy': '*1'}"
170.0,Chinchou,1'080.5 m,26.5 lbs.12.0 kg,Blue,['Lanturn'],"['Water', 'Electric']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*1', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.25', 'Fairy': '*1'}"
172.0,Pichu,1'000.3 m,4.4 lbs.2.0 kg,Yellow,['Gigantamax Pikachu'],['Electric'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
169.0,Crobat,5'11″1.8 m,165.3 lbs.75.0 kg,Purple,[],"['Poison', 'Flying']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.25', 'Ice': '*2', 'Fighting': '*0.25', 'Poison': '*0.5', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*2', 'Bug': '*0.25', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*0.5'}"
164.0,Noctowl,5'031.6 m,89.9 lbs.40.8 kg,Brown,[],"['Normal', 'Flying']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
163.0,Hoothoot,2'040.7 m,46.7 lbs.21.2 kg,Brown,['Noctowl'],"['Normal', 'Flying']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
